HYDROLAB MS5 65979,,,,,,,
Log File Name : Vodel_Lake_Outlet_2022_65979,,,,,,,
Setup Date (M/D/YYYY) : 6/17/2022,,,,,,,
Setup Time (HH:MM:SS) : 13:10:27,,,,,,,
Starting Date (M/D/YYYY) : 6/17/2022,,,,,,,
Starting Time (HH:MM:SS) : 15:00:00,,,,,,,
Stopping Date (M/D/YYYY) : 9/15/2022,,,,,,,
Stopping Time (HH:MM:SS) : 12:00:00,,,,,,,
Interval (HH:MM:SS) : 01:00:00,,,,,,,
Sensor warmup (HH:MM:SS) : 00:00:30,,,,,,,
Circltr warmup (HH:MM:SS) : 00:00:30,,,,,,,
,,,,,,,
Date,Time,Temp,pH,SpCond,TurbSC,LDO,
M/D/YYYY,HH:MM:SS,?C,Units,?S/cm,NTU,mg/l,LoggerID
,,,,,,,
7/3/2022,15:00:00,21.99,7.07,80,55.3,0,65979
7/3/2022,16:00:00,22.19,7.1,81,55.2,0,65979
7/3/2022,17:00:00,22.26,7.1,81,55,0,65979
7/3/2022,18:00:00,22.33,7.1,81,55,0,65979
7/3/2022,19:00:00,22.37,7.12,81,54.7,0,65979
7/3/2022,20:00:00,22.33,7.03,82,54.6,0,65979
7/3/2022,21:00:00,22.29,6.98,82,54.4,0,65979
7/3/2022,22:00:00,22.27,7.06,81,54.3,0,65979
7/3/2022,23:00:00,22.11,7.25,80,54.1,0,65979
7/4/2022,0:00:00,21.95,7.2,81,53.8,0,65979
7/4/2022,1:00:00,21.79,7.1,81,53.5,0,65979
7/4/2022,2:00:00,21.6,7.04,82,53.3,0,65979
7/4/2022,3:00:00,21.47,7.02,81,53.9,0,65979
7/4/2022,4:00:00,21.32,6.99,81,53.6,0,65979
7/4/2022,5:00:00,21.17,6.96,81,53.3,0,65979
7/4/2022,6:00:00,21.03,6.94,81,53,0,65979
7/4/2022,7:00:00,20.93,6.93,81,52.8,0,65979
7/4/2022,8:00:00,20.9,6.97,81,52.6,0,65979
7/4/2022,9:00:00,20.86,6.93,81,52.4,0,65979
7/4/2022,10:00:00,20.86,6.95,81,52.3,0,65979
7/4/2022,11:00:00,20.92,7,81,52.2,0,65979
7/4/2022,12:00:00,20.96,6.99,81,52,0,65979
7/4/2022,13:00:00,21.03,7,81,52,0,65979
7/4/2022,14:00:00,21.21,7.01,81,52,0,65979
7/4/2022,15:00:00,21.38,6.99,81,52.2,0,65979
7/4/2022,16:00:00,21.61,7,81,52.5,0,65979
7/4/2022,17:00:00,21.72,7.03,81,52.7,0,65979
7/4/2022,18:00:00,21.78,7.06,81,52.7,0,65979
7/4/2022,19:00:00,21.84,7.11,81,52.7,0,65979
7/4/2022,20:00:00,21.91,7.31,81,52.6,0,65979
7/4/2022,21:00:00,21.88,7.37,80,52.4,0,65979
7/4/2022,22:00:00,21.79,7.34,80,52.4,0,65979
7/4/2022,23:00:00,21.66,7.25,81,52.2,0,65979
7/5/2022,0:00:00,21.55,7.33,80,52,0,65979
7/5/2022,1:00:00,21.41,7.31,80,51.8,0,65979
7/5/2022,2:00:00,21.24,7.24,80,51.4,0,65979
7/5/2022,3:00:00,21.07,7.17,80,51.2,0,65979
7/5/2022,4:00:00,20.88,7.1,81,50.8,0,65979
7/5/2022,5:00:00,20.68,7.06,81,50.5,0,65979
7/5/2022,6:00:00,20.52,7.02,81,50.3,0,65979
7/5/2022,7:00:00,20.37,7,81,50.2,0,65979
7/5/2022,8:00:00,20.31,7,81,50.8,0,65979
7/5/2022,9:00:00,20.34,6.99,81,50.8,0,65979
7/5/2022,10:00:00,20.33,7.04,81,50.5,0,65979
7/5/2022,11:00:00,20.4,7,81,50.4,0,65979
7/5/2022,12:00:00,20.74,6.98,81,50.4,0,65979
7/5/2022,13:00:00,21.1,6.98,81,50.4,0,65979
7/5/2022,14:00:00,21.42,6.99,81,50.4,0,65979
7/5/2022,15:00:00,21.6,6.97,82,50.6,0,65979
7/5/2022,16:00:00,21.98,7.03,82,50.7,0,65979
7/5/2022,17:00:00,22.05,7.04,81,50.7,0,65979
7/5/2022,18:00:00,21.95,7.02,82,50.5,0,65979
7/5/2022,19:00:00,21.84,7,82,50.4,0,65979
7/5/2022,20:00:00,21.83,6.97,82,50.3,0,65979
7/5/2022,21:00:00,21.78,6.99,82,50.2,0,65979
7/5/2022,22:00:00,21.75,7.1,81,50.1,0,65979
7/5/2022,23:00:00,21.72,7.12,81,50,0,65979
7/6/2022,0:00:00,21.6,7.14,81,49.9,0,65979
7/6/2022,1:00:00,21.46,7.12,81,49.8,0,65979
7/6/2022,2:00:00,21.32,7.06,82,49.6,0,65979
7/6/2022,3:00:00,21.17,7.04,81,49.6,0,65979
7/6/2022,4:00:00,21.01,6.98,81,49.4,0,65979
7/6/2022,5:00:00,20.83,6.95,82,49.1,0,65979
7/6/2022,6:00:00,20.65,6.9,82,48.9,0,65979
7/6/2022,7:00:00,20.56,6.93,82,48.7,0,65979
7/6/2022,8:00:00,20.51,6.94,81,48.6,0,65979
7/6/2022,9:00:00,20.55,6.97,81,48.5,0,65979
7/6/2022,10:00:00,20.55,6.94,81,48.5,0,65979
7/6/2022,11:00:00,20.63,6.94,81,48.4,0,65979
7/6/2022,12:00:00,20.73,6.93,82,48.4,0,65979
7/6/2022,13:00:00,21.22,6.97,81,48.5,0,65979
7/6/2022,14:00:00,21.3,6.95,81,48.7,0,65979
7/6/2022,15:00:00,21.42,7.06,81,48.7,0,65979
7/6/2022,16:00:00,21.54,7.11,81,48.8,0,65979
7/6/2022,17:00:00,21.68,7.13,81,48.8,0,65979
7/6/2022,18:00:00,21.71,7.22,81,48.8,0,65979
7/6/2022,19:00:00,21.81,7.4,80,48.7,0,65979
7/6/2022,20:00:00,21.72,7.46,81,48.8,0,65979
7/6/2022,21:00:00,21.65,7.47,80,48.6,0,65979
7/6/2022,22:00:00,21.53,7.45,81,48.4,0,65979
7/6/2022,23:00:00,21.4,7.41,80,48.3,0,65979
7/7/2022,0:00:00,21.29,7.37,81,48,0,65979
7/7/2022,1:00:00,21.17,7.33,81,48,0,65979
7/7/2022,2:00:00,21.05,7.25,81,47.7,0,65979
7/7/2022,3:00:00,20.92,7.24,81,47.5,0,65979
7/7/2022,4:00:00,20.8,7.19,81,47.3,0,65979
7/7/2022,5:00:00,20.66,7.15,81,47,0,65979
7/7/2022,6:00:00,20.54,7.08,81,46.8,0,65979
7/7/2022,7:00:00,20.41,7.06,81,46.6,0,65979
7/7/2022,8:00:00,20.32,7.09,81,46.4,0,65979
7/7/2022,9:00:00,20.26,7.04,81,46.3,0,65979
7/7/2022,10:00:00,20.18,7.02,81,46.2,0,65979
7/7/2022,11:00:00,20.14,7.03,81,46,0,65979
7/7/2022,12:00:00,20.11,7.01,81,45.9,0,65979
7/7/2022,13:00:00,20.08,7.02,80,45.8,0,65979
7/7/2022,14:00:00,20.15,6.98,81,45.8,0,65979
7/7/2022,15:00:00,20.2,6.99,81,45.6,0,65979
7/7/2022,16:00:00,20.28,7.06,81,45.6,0,65979
7/7/2022,17:00:00,20.31,7.07,81,45.5,0,65979
7/7/2022,18:00:00,20.27,7.15,81,45.4,0,65979
7/7/2022,19:00:00,20.07,7,82,45.2,0,65979
7/7/2022,20:00:00,19.87,6.9,84,44.9,0,65979
7/7/2022,21:00:00,19.66,6.9,84,44.8,0,65979
7/7/2022,22:00:00,19.48,6.83,85,44.4,0,65979
7/7/2022,23:00:00,19.33,6.78,86,44.2,0,65979
7/8/2022,0:00:00,19.13,6.74,87,44,0,65979
7/8/2022,1:00:00,18.92,6.74,86,43.7,0,65979
7/8/2022,2:00:00,18.72,6.74,85,43.4,0,65979
7/8/2022,3:00:00,18.53,6.73,83,43.1,0,65979
7/8/2022,4:00:00,18.37,6.73,83,42.9,0,65979
7/8/2022,5:00:00,18.24,6.71,83,42.7,0,65979
7/8/2022,6:00:00,18.08,6.71,83,42.4,0,65979
7/8/2022,7:00:00,17.94,6.69,82,42.2,0,65979
7/8/2022,8:00:00,17.85,6.68,82,42,0,65979
7/8/2022,9:00:00,17.79,6.65,82,41.8,0,65979
7/8/2022,10:00:00,17.76,6.67,81,41.7,0,65979
7/8/2022,11:00:00,17.74,6.67,81,41.7,0,65979
7/8/2022,12:00:00,17.81,6.77,80,41.5,0,65979
7/8/2022,13:00:00,17.88,6.8,80,41.5,0,65979
7/8/2022,14:00:00,18.25,6.86,80,41.7,0,65979
7/8/2022,15:00:00,18.61,7.04,80,41.8,0,65979
7/8/2022,16:00:00,18.77,7.03,80,41.8,0,65979
7/8/2022,17:00:00,18.91,7.11,79,41.8,0,65979
7/8/2022,18:00:00,18.84,7.06,79,41.8,0,65979
7/8/2022,19:00:00,18.75,7.04,78,41.6,0,65979
7/8/2022,20:00:00,18.64,7.03,78,41.5,0,65979
7/8/2022,21:00:00,18.51,7.01,78,41.3,0,65979
7/8/2022,22:00:00,18.36,6.99,78,41,0,65979
7/8/2022,23:00:00,18.21,6.98,78,40.9,0,65979
7/9/2022,0:00:00,18.06,6.96,77,40.6,0,65979
7/9/2022,1:00:00,17.86,6.93,78,40.3,0,65979
7/9/2022,2:00:00,17.74,6.91,78,40.1,0,65979
7/9/2022,3:00:00,17.62,6.9,78,39.9,0,65979
7/9/2022,4:00:00,17.43,6.89,78,39.6,0,65979
7/9/2022,5:00:00,17.28,6.88,78,39.3,0,65979
7/9/2022,6:00:00,17.19,6.86,78,39.2,0,65979
7/9/2022,7:00:00,17.03,6.87,78,38.9,0,65979
7/9/2022,8:00:00,16.99,6.84,78,38.8,0,65979
7/9/2022,9:00:00,16.95,6.83,78,38.6,0,65979
7/9/2022,10:00:00,16.9,6.86,78,38.5,0,65979
7/9/2022,11:00:00,16.87,6.85,78,38.3,0,65979
7/9/2022,12:00:00,16.84,6.83,78,38,0,65979
7/9/2022,13:00:00,16.83,6.81,78,38,0,65979
7/9/2022,14:00:00,16.86,6.82,78,37.8,0,65979
7/9/2022,15:00:00,16.95,6.88,78,37.8,0,65979
7/9/2022,16:00:00,17.03,6.92,78,37.7,0,65979
7/9/2022,17:00:00,17.12,6.99,78,37.7,0,65979
7/9/2022,18:00:00,17.23,7.03,78,37.7,0,65979
7/9/2022,19:00:00,17.29,7.06,78,37.6,0,65979
7/9/2022,20:00:00,17.31,7.11,78,37.6,0,65979
7/9/2022,21:00:00,17.32,7.11,78,37.5,0,65979
7/9/2022,22:00:00,17.3,7.13,78,37.3,0,65979
7/9/2022,23:00:00,17.26,7.18,78,37.2,0,65979
7/10/2022,0:00:00,17.22,7.28,78,37.1,0,65979
7/10/2022,1:00:00,17.14,7.2,78,36.8,0,65979
7/10/2022,2:00:00,17.05,7.1,79,36.6,0,65979
7/10/2022,3:00:00,16.95,7.07,78,36.5,0,65979
7/10/2022,4:00:00,16.85,7.05,78,36.3,0,65979
7/10/2022,5:00:00,16.75,7.01,78,36.1,0,65979
7/10/2022,6:00:00,16.64,7,78,36,0,65979
7/10/2022,7:00:00,16.55,6.97,78,35.6,0,65979
7/10/2022,8:00:00,16.49,7,78,35.6,0,65979
7/10/2022,9:00:00,16.47,6.98,78,35.6,0,65979
7/10/2022,10:00:00,16.5,6.96,78,36,0,65979
7/10/2022,11:00:00,16.66,6.96,78,36.5,0,65979
7/10/2022,12:00:00,16.96,6.93,78,36.8,0,65979
7/10/2022,13:00:00,17.06,6.93,78,37.2,0,65979
7/10/2022,14:00:00,17.21,6.93,79,37.5,0,65979
7/10/2022,15:00:00,17.33,6.95,79,37.7,0,65979
7/10/2022,16:00:00,17.41,6.93,79,38,0,65979
7/10/2022,17:00:00,17.49,6.91,79,38.1,0,65979
7/10/2022,18:00:00,17.56,6.94,79,38.2,0,65979
7/10/2022,19:00:00,17.6,6.95,79,38.2,0,65979
7/10/2022,20:00:00,17.65,6.96,79,38.2,0,65979
7/10/2022,21:00:00,17.68,6.96,79,38.1,0,65979
7/10/2022,22:00:00,17.71,6.96,79,38.1,0,65979
7/10/2022,23:00:00,17.76,6.99,79,38,0,65979
7/11/2022,0:00:00,17.71,7.16,79,37.7,0,65979
7/11/2022,1:00:00,17.6,7.22,79,37.2,0,65979
7/11/2022,2:00:00,17.49,7.21,79,36.9,0,65979
7/11/2022,3:00:00,17.36,7.19,79,36.6,0,65979
7/11/2022,4:00:00,17.25,7.15,79,36.2,0,65979
7/11/2022,5:00:00,17.14,7.08,79,35.9,0,65979
7/11/2022,6:00:00,17.03,7.05,79,35.5,0,65979
7/11/2022,7:00:00,16.98,7.06,80,35.3,0,65979
7/11/2022,8:00:00,16.96,7.04,79,35,0,65979
7/11/2022,9:00:00,16.94,7,79,34.7,0,65979
7/11/2022,10:00:00,17.16,7.03,78,34.6,0,65979
7/11/2022,11:00:00,17.24,7.04,79,34.4,0,65979
7/11/2022,12:00:00,17.44,7.01,79,34.3,0,65979
7/11/2022,13:00:00,17.46,7.03,79,34.2,0,65979
7/11/2022,14:00:00,17.84,7.09,79,34.3,0,65979
7/11/2022,15:00:00,17.94,7.14,78,34.3,0,65979
7/11/2022,16:00:00,18.19,7.14,79,34.4,0,65979
7/11/2022,17:00:00,18.66,7.16,79,34.6,0,65979
7/11/2022,18:00:00,18.99,7.14,79,34.7,0,65979
7/11/2022,19:00:00,19.33,7.2,80,34.8,0,65979
7/11/2022,20:00:00,19.49,7.34,80,34.9,0,65979
7/11/2022,21:00:00,19.69,7.43,79,34.8,0,65979
7/11/2022,22:00:00,19.75,7.45,80,34.6,0,65979
7/11/2022,23:00:00,19.81,7.45,80,34.5,0,65979
7/12/2022,0:00:00,19.8,7.43,80,34.5,0,65979
7/12/2022,1:00:00,19.71,7.4,80,34.3,0,65979
7/12/2022,2:00:00,19.6,7.39,80,34.2,0,65979
7/12/2022,3:00:00,19.39,7.38,80,33.9,0,65979
7/12/2022,4:00:00,19.31,7.34,80,33.7,0,65979
7/12/2022,5:00:00,19.33,7.31,80,33.7,0,65979
7/12/2022,6:00:00,19.3,7.31,80,33.6,0,65979
7/12/2022,7:00:00,19.19,7.26,81,33.4,0,65979
7/12/2022,8:00:00,19.08,7.22,81,33.2,0,65979
7/12/2022,9:00:00,19.01,7.17,81,33.1,0,65979
7/12/2022,10:00:00,18.96,7.13,80,32.8,0,65979
7/12/2022,11:00:00,18.95,7.14,80,32.7,0,65979
7/12/2022,12:00:00,18.93,7.17,80,32.5,0,65979
7/12/2022,13:00:00,18.95,7.23,80,32.4,0,65979
7/12/2022,14:00:00,19.05,7.29,79,32.1,0,65979
7/12/2022,15:00:00,19.07,7.39,79,31.9,0,65979
7/12/2022,16:00:00,19.05,7.4,79,31.7,0,65979
Power loss from 010170 000000 to 071222 215959,,,,,,,65979
Late probe turn on at 071222 215959,,,,,,,65979
7/12/2022,22:00:03,55,NAN,NAN,NAN,NAN,65979
Power loss from 010170 000000 to 071222 225956,,,,,,,65979
Late probe turn on at 071222 225956,,,,,,,65979
7/12/2022,23:00:00,55,NAN,NAN,NAN,NAN,65979
Power loss from 010170 000000 to 071222 235955,,,,,,,65979
Late probe turn on at 071222 235955,,,,,,,65979
7/13/2022,0:00:00,55,NAN,NAN,NAN,NAN,65979
Power loss from 010170 000000 to 071322 005953,,,,,,,65979
Late probe turn on at 071322 005953,,,,,,,65979
7/13/2022,1:00:00,55,NAN,NAN,NAN,NAN,65979
Power loss from 010170 000000 to 071322 015951,,,,,,,65979
Late probe turn on at 071322 015951,,,,,,,65979
Power loss from 010170 000000 to 071322 025949,,,,,,,65979
Late probe turn on at 071322 025949,,,,,,,65979
Power loss from 010170 000000 to 071322 030000,,,,,,,65979
Late probe turn on at 071322 030000,,,,,,,65979
7/13/2022,3:00:00,55,NAN,NAN,NAN,NAN,65979
Power loss from 010170 000000 to 071322 035948,,,,,,,65979
Late probe turn on at 071322 035948,,,,,,,65979
Power loss from 010170 000000 to 071322 035958,,,,,,,65979
Late probe turn on at 071322 035958,,,,,,,65979
7/13/2022,4:00:02,55,NAN,NAN,NAN,NAN,65979
Power loss from 010170 000000 to 071322 045946,,,,,,,65979
Late probe turn on at 071322 045946,,,,,,,65979
Power loss from 010170 000000 to 071322 045956,,,,,,,65979
Late probe turn on at 071322 045956,,,,,,,65979
7/13/2022,5:00:00,55,NAN,NAN,NAN,NAN,65979
Power loss from 010170 000000 to 071322 055945,,,,,,,65979
Late probe turn on at 071322 055945,,,,,,,65979
Power loss from 010170 000000 to 071322 055954,,,,,,,65979
Late probe turn on at 071322 055954,,,,,,,65979
7/13/2022,6:00:00,55,NAN,NAN,NAN,NAN,65979
Power loss from 010170 000000 to 071322 065943,,,,,,,65979
Late probe turn on at 071322 065943,,,,,,,65979
Power loss from 010170 000000 to 071322 065952,,,,,,,65979
Late probe turn on at 071322 065952,,,,,,,65979
Power loss from 010170 000000 to 071322 075942,,,,,,,65979
Late probe turn on at 071322 075942,,,,,,,65979
Power loss from 010170 000000 to 071322 075951,,,,,,,65979
Late probe turn on at 071322 075951,,,,,,,65979
Power loss from 010170 000000 to 071322 075959,,,,,,,65979
Late probe turn on at 071322 075959,,,,,,,65979
7/13/2022,8:00:03,55,NAN,NAN,NAN,NAN,65979
Power loss from 010170 000000 to 071322 085940,,,,,,,65979
Late probe turn on at 071322 085940,,,,,,,65979
Power loss from 010170 000000 to 071322 085949,,,,,,,65979
Late probe turn on at 071322 085949,,,,,,,65979
Power loss from 010170 000000 to 071322 085957,,,,,,,65979
Late probe turn on at 071322 085957,,,,,,,65979
7/13/2022,9:00:01,55,NAN,NAN,NAN,NAN,65979
Power loss from 010170 000000 to 071322 095940,,,,,,,65979
Late probe turn on at 071322 095940,,,,,,,65979
Power loss from 010170 000000 to 071322 095949,,,,,,,65979
Late probe turn on at 071322 095949,,,,,,,65979
Power loss from 010170 000000 to 071322 095957,,,,,,,65979
Late probe turn on at 071322 095957,,,,,,,65979
7/13/2022,10:00:00,55,NAN,NAN,NAN,NAN,65979
Power loss from 010170 000000 to 071322 105939,,,,,,,65979
Late probe turn on at 071322 105939,,,,,,,65979
Power loss from 010170 000000 to 071322 105948,,,,,,,65979
Late probe turn on at 071322 105948,,,,,,,65979
Power loss from 010170 000000 to 071322 105956,,,,,,,65979
Late probe turn on at 071322 105956,,,,,,,65979
7/13/2022,11:00:00,55,NAN,NAN,NAN,NAN,65979
Power loss from 010170 000000 to 071322 115939,,,,,,,65979
Late probe turn on at 071322 115939,,,,,,,65979
Power loss from 010170 000000 to 071322 115948,,,,,,,65979
Late probe turn on at 071322 115948,,,,,,,65979
Power loss from 010170 000000 to 071322 115956,,,,,,,65979
Late probe turn on at 071322 115956,,,,,,,65979
7/13/2022,12:00:00,55,NAN,NAN,NAN,NAN,65979
Power loss from 010170 000000 to 071322 125938,,,,,,,65979
Late probe turn on at 071322 125938,,,,,,,65979
Power loss from 010170 000000 to 071322 125947,,,,,,,65979
Late probe turn on at 071322 125947,,,,,,,65979
Power loss from 010170 000000 to 071322 125955,,,,,,,65979
Late probe turn on at 071322 125955,,,,,,,65979
Power loss from 010170 000000 to 071322 135938,,,,,,,65979
Late probe turn on at 071322 135938,,,,,,,65979
Power loss from 010170 000000 to 071322 135946,,,,,,,65979
Late probe turn on at 071322 135946,,,,,,,65979
Power loss from 010170 000000 to 071322 135953,,,,,,,65979
Late probe turn on at 071322 135953,,,,,,,65979
Power loss from 010170 000000 to 071322 145937,,,,,,,65979
Late probe turn on at 071322 145937,,,,,,,65979
Power loss from 010170 000000 to 071322 145945,,,,,,,65979
Late probe turn on at 071322 145945,,,,,,,65979
Power loss from 010170 000000 to 071322 145953,,,,,,,65979
Late probe turn on at 071322 145953,,,,,,,65979
Power loss from 010170 000000 to 071322 150000,,,,,,,65979
Late probe turn on at 071322 150000,,,,,,,65979
7/13/2022,15:00:00,55,NAN,NAN,NAN,NAN,65979
Power loss from 010170 000000 to 071322 155936,,,,,,,65979
Late probe turn on at 071322 155936,,,,,,,65979
Power loss from 010170 000000 to 071322 155945,,,,,,,65979
Late probe turn on at 071322 155945,,,,,,,65979
Power loss from 010170 000000 to 071322 155952,,,,,,,65979
Late probe turn on at 071322 155952,,,,,,,65979
Power loss from 010170 000000 to 071322 160000,,,,,,,65979
Late probe turn on at 071322 160000,,,,,,,65979
7/13/2022,16:00:00,55,NAN,NAN,NAN,NAN,65979
Power loss from 010170 000000 to 071322 165936,,,,,,,65979
Late probe turn on at 071322 165936,,,,,,,65979
Power loss from 010170 000000 to 071322 165944,,,,,,,65979
Late probe turn on at 071322 165944,,,,,,,65979
Power loss from 010170 000000 to 071322 165952,,,,,,,65979
Late probe turn on at 071322 165952,,,,,,,65979
Power loss from 010170 000000 to 071322 165959,,,,,,,65979
Late probe turn on at 071322 165959,,,,,,,65979
7/13/2022,17:00:03,55,NAN,NAN,NAN,NAN,65979
Power loss from 010170 000000 to 071322 175936,,,,,,,65979
Late probe turn on at 071322 175936,,,,,,,65979
Power loss from 010170 000000 to 071322 175944,,,,,,,65979
Late probe turn on at 071322 175944,,,,,,,
Power loss from 010170 000000 to 071322 175952,,,,,,,
Late probe turn on at 071322 175952,,,,,,,
Power loss from 010170 000000 to 071322 175959,,,,,,,
Late probe turn on at 071322 175959,,,,,,,
7/13/2022,18:00:03,55,NAN,NAN,NAN,NAN,
Power loss from 010170 000000 to 071322 185935,,,,,,,
Late probe turn on at 071322 185935,,,,,,,
Power loss from 010170 000000 to 071322 185943,,,,,,,
Late probe turn on at 071322 185943,,,,,,,
Power loss from 010170 000000 to 071322 185951,,,,,,,
Late probe turn on at 071322 185951,,,,,,,
Power loss from 010170 000000 to 071322 185958,,,,,,,
Late probe turn on at 071322 185958,,,,,,,
7/13/2022,19:00:02,55,NAN,NAN,NAN,NAN,
Power loss from 010170 000000 to 071322 195935,,,,,,,
Late probe turn on at 071322 195935,,,,,,,
Power loss from 010170 000000 to 071322 195942,,,,,,,
Late probe turn on at 071322 195942,,,,,,,
Power loss from 010170 000000 to 071322 195950,,,,,,,
Late probe turn on at 071322 195950,,,,,,,
Power loss from 010170 000000 to 071322 195957,,,,,,,
Late probe turn on at 071322 195957,,,,,,,
7/13/2022,20:00:01,55,NAN,NAN,NAN,NAN,
Power loss from 010170 000000 to 071322 205935,,,,,,,
Late probe turn on at 071322 205935,,,,,,,
Power loss from 010170 000000 to 071322 205942,,,,,,,
Late probe turn on at 071322 205942,,,,,,,
Power loss from 010170 000000 to 071322 205950,,,,,,,
Late probe turn on at 071322 205950,,,,,,,
Power loss from 010170 000000 to 071322 205957,,,,,,,
Late probe turn on at 071322 205957,,,,,,,
7/13/2022,21:00:01,55,NAN,NAN,NAN,NAN,
Power loss from 010170 000000 to 071322 215934,,,,,,,
Late probe turn on at 071322 215934,,,,,,,
Power loss from 010170 000000 to 071322 215942,,,,,,,
Late probe turn on at 071322 215942,,,,,,,
Power loss from 010170 000000 to 071322 215949,,,,,,,
Late probe turn on at 071322 215949,,,,,,,
Power loss from 010170 000000 to 071322 215956,,,,,,,
Late probe turn on at 071322 215956,,,,,,,
7/13/2022,22:00:00,55,NAN,NAN,NAN,NAN,
Power loss from 010170 000000 to 071322 225933,,,,,,,
Late probe turn on at 071322 225933,,,,,,,
Power loss from 010170 000000 to 071322 225941,,,,,,,
Late probe turn on at 071322 225941,,,,,,,
Power loss from 010170 000000 to 071322 225948,,,,,,,
Late probe turn on at 071322 225948,,,,,,,
Power loss from 010170 000000 to 071322 225955,,,,,,,
Late probe turn on at 071322 225955,,,,,,,
7/13/2022,23:00:00,55,NAN,NAN,NAN,NAN,
Power loss from 010170 000000 to 071322 235933,,,,,,,
Late probe turn on at 071322 235933,,,,,,,
Power loss from 010170 000000 to 071322 235940,,,,,,,
Late probe turn on at 071322 235940,,,,,,,
Power loss from 010170 000000 to 071322 235947,,,,,,,
Late probe turn on at 071322 235947,,,,,,,
Power loss from 010170 000000 to 071322 235954,,,,,,,
Late probe turn on at 071322 235954,,,,,,,
Power loss from 010170 000000 to 071422 005933,,,,,,,
Late probe turn on at 071422 005933,,,,,,,
Power loss from 010170 000000 to 071422 005940,,,,,,,
Late probe turn on at 071422 005940,,,,,,,
Power loss from 010170 000000 to 071422 005948,,,,,,,
Late probe turn on at 071422 005948,,,,,,,
Power loss from 010170 000000 to 071422 005954,,,,,,,
Late probe turn on at 071422 005954,,,,,,,
Power loss from 010170 000000 to 071422 015939,,,,,,,
Late probe turn on at 071422 015939,,,,,,,
Power loss from 010170 000000 to 071422 015946,,,,,,,
Late probe turn on at 071422 015946,,,,,,,
Power loss from 010170 000000 to 071422 015953,,,,,,,
Late probe turn on at 071422 015953,,,,,,,
Power loss from 010170 000000 to 071422 020000,,,,,,,
Late probe turn on at 071422 020000,,,,,,,
7/14/2022,2:00:00,55,NAN,NAN,NAN,NAN,
Power loss from 010170 000000 to 071422 025933,,,,,,,
Late probe turn on at 071422 025933,,,,,,,
Power loss from 010170 000000 to 071422 025940,,,,,,,
Late probe turn on at 071422 025940,,,,,,,
Power loss from 010170 000000 to 071422 025947,,,,,,,
Late probe turn on at 071422 025947,,,,,,,
Power loss from 010170 000000 to 071422 025954,,,,,,,
Late probe turn on at 071422 025954,,,,,,,
Power loss from 010170 000000 to 071422 035938,,,,,,,
Late probe turn on at 071422 035938,,,,,,,
Power loss from 010170 000000 to 071422 035945,,,,,,,
Late probe turn on at 071422 035945,,,,,,,
Power loss from 010170 000000 to 071422 035952,,,,,,,
Late probe turn on at 071422 035952,,,,,,,
Power loss from 010170 000000 to 071422 035959,,,,,,,
Late probe turn on at 071422 035959,,,,,,,
7/14/2022,4:00:02,55,NAN,NAN,NAN,NAN,
Power loss from 010170 000000 to 071422 045938,,,,,,,
Late probe turn on at 071422 045938,,,,,,,
Power loss from 010170 000000 to 071422 045945,,,,,,,
Late probe turn on at 071422 045945,,,,,,,
Power loss from 010170 000000 to 071422 045952,,,,,,,
Late probe turn on at 071422 045952,,,,,,,
Power loss from 010170 000000 to 071422 045958,,,,,,,
Late probe turn on at 071422 045958,,,,,,,
7/14/2022,5:00:02,55,NAN,NAN,NAN,NAN,
Power loss from 010170 000000 to 071422 055937,,,,,,,
Late probe turn on at 071422 055937,,,,,,,
Power loss from 010170 000000 to 071422 055944,,,,,,,
Late probe turn on at 071422 055944,,,,,,,
Power loss from 010170 000000 to 071422 055951,,,,,,,
Late probe turn on at 071422 055951,,,,,,,
Power loss from 010170 000000 to 071422 055958,,,,,,,
Late probe turn on at 071422 055958,,,,,,,
7/14/2022,6:00:01,55,NAN,NAN,NAN,NAN,
Power loss from 010170 000000 to 071422 065937,,,,,,,
Late probe turn on at 071422 065937,,,,,,,
Power loss from 010170 000000 to 071422 065944,,,,,,,
Late probe turn on at 071422 065944,,,,,,,
Power loss from 010170 000000 to 071422 065951,,,,,,,
Late probe turn on at 071422 065951,,,,,,,
Power loss from 010170 000000 to 071422 065957,,,,,,,
Late probe turn on at 071422 065957,,,,,,,
7/14/2022,7:00:01,55,NAN,NAN,NAN,NAN,
Power loss from 010170 000000 to 071422 075937,,,,,,,
Late probe turn on at 071422 075937,,,,,,,
Power loss from 010170 000000 to 071422 075944,,,,,,,
Late probe turn on at 071422 075944,,,,,,,
Power loss from 010170 000000 to 071422 075951,,,,,,,
Late probe turn on at 071422 075951,,,,,,,
Power loss from 010170 000000 to 071422 075957,,,,,,,
Late probe turn on at 071422 075957,,,,,,,
7/14/2022,8:00:01,55,NAN,NAN,NAN,NAN,
Power loss from 010170 000000 to 071422 085937,,,,,,,
Late probe turn on at 071422 085937,,,,,,,
Power loss from 010170 000000 to 071422 085944,,,,,,,
Late probe turn on at 071422 085944,,,,,,,
Power loss from 010170 000000 to 071422 085951,,,,,,,
Late probe turn on at 071422 085951,,,,,,,
Power loss from 010170 000000 to 071422 085957,,,,,,,
Late probe turn on at 071422 085957,,,,,,,
7/14/2022,9:00:01,55,NAN,NAN,NAN,NAN,
